Title,Genre,Rating,Votes,Duration
Kondal,Action,5.3,788,2h 27m
Drive,Action,5.7,350,1h 30m
Hitler,Action,5.2,306,2h 8m
Double Ismart,Action,2.9,2200,2h 36m
12 Gaun,Action,6.2,912,2h 27m
Art of Eight Limbs,Action,3.9,321,1h 41m
Witch Hunter,Action,5.0,25,1h 20m
Sector 17,Action,5.6,1300,2h 26m
Mutant,Action,5.8,99,1h 30m
Road Wars: Max Fury,Action,2.0,365,1h 23m
Eye for an Eye 2,Action,6.6,530,1h 30m
Purushothamudu,Action,5.1,2300,2h
My Redneck Neighbor: Chapter 2 - Let the Games Begin,Action,6.6,9,55m
Lal Salaam,Action,4.4,1300,2h 30m
Mechanic Rocky,Action,6.5,3500,2h 36m
Warning 2,Action,7.1,893,2h 5m
Oru Anveshanathinte Thudakkam,Action,6.9,833,3h 1m
Ape X Mecha Ape: New World Order,Action,2.8,144,1h 27m
Bhaje Vaayu Vegam,Action,6.1,764,2h 16m
Kill Craft,Action,2.5,373,1h 39m
Big City Greens the Movie: Spacecation,Action,6.2,559,1h 23m
Sentimentaaal,Action,4.9,990,2h 15m
Spiders on a Plane,Action,5.0,378,1h 18m
Rajakili,Action,6.7,607,2h 2m
Nothing Even Matters,Action,5.7,81,1h 30m
Premalo,Action,7.3,1100,2h 8m
Malaikottai Vaaliban,Action,6.0,4200,2h 36m
Return to the Ring,Action,5.4,731,1h 46m
Virunnu,Action,4.1,946,2h 5m
Midas,Action,4.6,343,1h 25m
Bloody Escape: Bats out of Hell,Action,5.4,56,1h 40m
Shark Island,Action,3.2,116,1h 21m
Samandar,Action,7.7,140,2h 52m
Mirza: Part 1 - Joker,Action,6.8,242,2h 45m
Sons of Rizk 3,Action,6.7,1700,2h 5m
Anchakkallakokkan,Action,6.6,1000,2h 6m
Lady Scorpions,Action,3.6,372,1h 41m
Big Rage,Action,3.5,170,1h 55m
Gangs of Godavari,Action,5.0,913,2h 45m
Taken from Rio Bravo,Action,3.0,318,1h 20m
Rode College,Action,6.6,431,2h 48m
Bad Boyz,Action,3.3,724,2h 30m
Malayalee from India,Action,5.6,5000,2h 40m
Nasha Jurm Aur Gangsters,Action,6.8,2800,2h 17m
The Experts,Action,6.1,294,2h 1m
Aserb: The Squadron,Action,5.2,313,2h
The Moon Thieves,Action,6.0,267,1h 48m
Blade of Fury,Action,6.2,135,1h 30m
Love You to Debt,Action,6.2,765,2h 15m
Operation Hope,Action,7.2,23,N/A
The Firefighters,Action,5.6,223,1h 46m
Babu,Action,7.4,187,2h 22m
Mathu Vadalara 2,Action,7.0,1700,2h 19m
The Infallibles,Action,4.8,769,1h 39m
Ship of the Damned,Action,2.8,303,1h 28m
Devaki Nandana Vasudeva,Action,6.5,2700,2h 8m
Thundu,Action,5.0,915,2h 5m
Weapon,Action,5.4,5500,2h
